,datetime_of_scrape,start_date,end_date,length_of_stay,itinerary,price,duration_there,duration_back,total_duration,n_stops_there,n_stops_back,total_stops,airline_there,airline_back,agency
177,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310011700--31734,-32672-2-9601-2310031200|9601-2310161015--31435,-32348-2-13542-2310170720",975.51,38.5,25.583333333333332,64.08333333333333,2,2,4,Turkish Airlines,Air India,Expedia
176,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310011700--31734,-32672-2-9601-2310031200|9601-2310161015--31435,-32090-2-13542-2310171005",910.55,38.5,28.333333333333332,66.83333333333333,2,2,4,Turkish Airlines,Air India,Expedia
175,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310011700--31734,-32672-2-9601-2310031200|9601-2310160855--32672,-31734-2-13542-2310171610",956.77,38.5,35.75,74.25,2,2,4,Turkish Airlines,Air India,Expedia
180,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310011700--31734,-32672-2-9601-2310031200|9601-2310162310--32672,-31734-2-13542-2310181000",947.798,38.5,39.333333333333336,77.83333333333334,2,2,4,Turkish Airlines,Air India,GotoGate
184,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310011700--31734,-32672-2-9601-2310031225|9601-2310161015--31435,-32348-2-13542-2310170720",962.378,38.916666666666664,25.583333333333332,64.5,2,2,4,Turkish Airlines,Air India,lastminute.com
183,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310011700--31734,-32672-2-9601-2310031225|9601-2310161015--31435,-31939-2-13542-2310180620",1009.304,38.916666666666664,48.583333333333336,87.5,2,2,4,Turkish Airlines,Air India,lastminute.com
193,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011700--32213-2-9601-2310032030|9601-2310162100--32213-2-13542-2310171610,935.574,47.0,23.666666666666668,70.66666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
192,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011700--32213-2-9601-2310032030|9601-2310160920--32213-2-13542-2310171610,939.574,47.0,35.333333333333336,82.33333333333334,2,2,4,Turkish Airlines,IndiGo,IndiGo
191,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011700--32213-2-9601-2310032030|9601-2310160545--32213-2-13542-2310171610,1089.574,47.0,38.916666666666664,85.91666666666666,2,2,4,Turkish Airlines,IndiGo,IndiGo
190,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011700--32213-2-9601-2310032030|9601-2310160530--32213-2-13542-2310171610,962.574,47.0,39.166666666666664,86.16666666666666,2,2,4,Turkish Airlines,IndiGo,IndiGo
139,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011430--32213-2-9601-2310032030|9601-2310162100--32213-2-13542-2310171610,1058.574,49.5,23.666666666666668,73.16666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
138,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011430--32213-2-9601-2310032030|9601-2310160920--32213-2-13542-2310171610,1062.574,49.5,35.333333333333336,84.83333333333334,2,2,4,Turkish Airlines,IndiGo,IndiGo
137,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011430--32213-2-9601-2310032030|9601-2310160545--32213-2-13542-2310171610,1212.574,49.5,38.916666666666664,88.41666666666666,2,2,4,Turkish Airlines,IndiGo,IndiGo
136,2023-08-06 1819,2023-10-01,2023-10-16,15,13542-2310011430--32213-2-9601-2310032030|9601-2310160530--32213-2-13542-2310171610,1085.574,49.5,39.166666666666664,88.66666666666666,2,2,4,Turkish Airlines,IndiGo,IndiGo
15,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310010640--32356,-31669,-32213-3-9601-2310020855|9601-2310161320--32672-0-13542-2310161755",829.198,21.75,9.083333333333334,30.833333333333336,3,0,3,easyJet,IndiGo,Mytrip
16,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310010800--30972,-31973,-32213-3-9601-2310022010|9601-2310160545--32213,-32348-2-13542-2310161945",597.198,31.666666666666668,18.5,50.16666666666667,3,2,5,Wizz Air UK,IndiGo,Mytrip
17,2023-08-06 1819,2023-10-01,2023-10-16,15,"13542-2310010800--30972,-31973,-32213-3-9601-2310022010|9601-2310161245--32213,-31734,-30596-3-13542-2310171845",550.398,31.666666666666668,34.5,66.16666666666667,3,3,6,Wizz Air UK,IndiGo,Mytrip
277,2023-08-06 1819,2023-10-02,2023-10-12,10,13542-2310021050--31734-1-10957-2310030440|10957-2310120620--31734-1-13542-2310121610,683.17,13.333333333333334,14.333333333333334,27.666666666666668,1,1,2,Turkish Airlines,Turkish Airlines,Turkish Airlines
278,2023-08-06 1819,2023-10-02,2023-10-12,10,13542-2310021700--31734-1-10957-2310040440|10957-2310120620--31734-1-13542-2310121610,598.17,31.166666666666668,14.333333333333334,45.5,1,1,2,Turkish Airlines,Turkish Airlines,Turkish Airlines
284,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310021125--32213-1-10957-2310030440|10957-2310130655--32213-1-13554-2310131505,913.572,12.75,12.666666666666666,25.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
283,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310021125--32213-1-10957-2310030440|10957-2310130620--32213-1-13554-2310131505,1193.572,12.75,13.25,26.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
286,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310021125--32213-1-10957-2310030500|10957-2310130655--32213-1-13554-2310131505,633.572,13.083333333333334,12.666666666666666,25.75,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
285,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310021125--32213-1-10957-2310030500|10957-2310130620--32213-1-13554-2310131505,913.572,13.083333333333334,13.25,26.333333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
280,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310020645--32213-1-10957-2310030440|10957-2310130655--32213-1-13554-2310131505,913.572,17.416666666666668,12.666666666666666,30.083333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
279,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310020645--32213-1-10957-2310030440|10957-2310130620--32213-1-13554-2310131505,1193.572,17.416666666666668,13.25,30.666666666666668,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
282,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310020645--32213-1-10957-2310030500|10957-2310130655--32213-1-13554-2310131505,633.572,17.75,12.666666666666666,30.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
281,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310020645--32213-1-10957-2310030500|10957-2310130620--32213-1-13554-2310131505,913.572,17.75,13.25,31.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
288,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310022210--32213-1-10957-2310040440|10957-2310130655--32213-1-13554-2310131505,913.572,26.0,12.666666666666666,38.666666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
287,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310022210--32213-1-10957-2310040440|10957-2310130620--32213-1-13554-2310131505,1193.572,26.0,13.25,39.25,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
290,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310022210--32213-1-10957-2310040500|10957-2310130655--32213-1-13554-2310131505,633.572,26.333333333333332,12.666666666666666,39.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
289,2023-08-06 1819,2023-10-02,2023-10-13,11,13554-2310022210--32213-1-10957-2310040500|10957-2310130620--32213-1-13554-2310131505,913.572,26.333333333333332,13.25,39.58333333333333,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
320,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-1-10957-2310030440|10957-2310140655--32213-1-13554-2310141505,913.574,12.75,12.666666666666666,25.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
319,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-1-10957-2310030440|10957-2310140620--32213-1-13554-2310141505,1193.574,12.75,13.25,26.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
322,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-1-10957-2310030500|10957-2310140655--32213-1-13554-2310141505,633.574,13.083333333333334,12.666666666666666,25.75,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
321,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-1-10957-2310030500|10957-2310140620--32213-1-13554-2310141505,913.574,13.083333333333334,13.25,26.333333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
352,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-1-10957-2310030440|10957-2310140655--32213-1-13542-2310141610,867.576,13.333333333333334,13.75,27.083333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
351,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-1-10957-2310030440|10957-2310140620--32213-1-13542-2310141610,1140.576,13.333333333333334,14.333333333333334,27.666666666666668,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
354,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-1-10957-2310030500|10957-2310140655--32213-1-13542-2310141610,594.576,13.666666666666666,13.75,27.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
353,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-1-10957-2310030500|10957-2310140620--32213-1-13542-2310141610,867.576,13.666666666666666,14.333333333333334,28.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
316,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-1-10957-2310030440|10957-2310140655--32213-1-13554-2310141505,913.574,17.416666666666668,12.666666666666666,30.083333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
315,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-1-10957-2310030440|10957-2310140620--32213-1-13554-2310141505,1193.574,17.416666666666668,13.25,30.666666666666668,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
318,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-1-10957-2310030500|10957-2310140655--32213-1-13554-2310141505,633.574,17.75,12.666666666666666,30.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
317,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-1-10957-2310030500|10957-2310140620--32213-1-13554-2310141505,913.574,17.75,13.25,31.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
324,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-1-10957-2310040440|10957-2310140655--32213-1-13554-2310141505,913.574,26.0,12.666666666666666,38.666666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
323,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-1-10957-2310040440|10957-2310140620--32213-1-13554-2310141505,1193.574,26.0,13.25,39.25,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
326,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-1-10957-2310040500|10957-2310140655--32213-1-13554-2310141505,633.574,26.333333333333332,12.666666666666666,39.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
325,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-1-10957-2310040500|10957-2310140620--32213-1-13554-2310141505,913.574,26.333333333333332,13.25,39.58333333333333,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
356,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-1-10957-2310040440|10957-2310140655--32213-1-13542-2310141610,867.576,31.166666666666668,13.75,44.91666666666667,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
355,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-1-10957-2310040440|10957-2310140620--32213-1-13542-2310141610,1140.576,31.166666666666668,14.333333333333334,45.5,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
358,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-1-10957-2310040500|10957-2310140655--32213-1-13542-2310141610,594.576,31.5,13.75,45.25,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
357,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-1-10957-2310040500|10957-2310140620--32213-1-13542-2310141610,867.576,31.5,14.333333333333334,45.833333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
302,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310030850|9601-2310142100--32213-2-13554-2310151505,994.572,16.916666666666668,22.583333333333332,39.5,2,2,4,Turkish Airlines,IndiGo,IndiGo
301,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310030850|9601-2310140920--32213-2-13554-2310151505,996.572,16.916666666666668,34.25,51.16666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
300,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310030850|9601-2310140545--32213-2-13554-2310151505,1148.572,16.916666666666668,37.833333333333336,54.75,2,2,4,Turkish Airlines,IndiGo,IndiGo
299,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310030850|9601-2310140530--32213-2-13554-2310151505,1021.572,16.916666666666668,38.083333333333336,55.0,2,2,4,Turkish Airlines,IndiGo,IndiGo
330,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310030850|9601-2310142100--32213-2-13542-2310151610,941.572,17.5,23.666666666666668,41.16666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
329,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310030850|9601-2310140920--32213-2-13542-2310151610,943.572,17.5,35.333333333333336,52.833333333333336,2,2,4,Turkish Airlines,IndiGo,IndiGo
328,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310030850|9601-2310140545--32213-2-13542-2310151610,1095.572,17.5,38.916666666666664,56.416666666666664,2,2,4,Turkish Airlines,IndiGo,IndiGo
327,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310030850|9601-2310140530--32213-2-13542-2310151610,968.572,17.5,39.166666666666664,56.666666666666664,2,2,4,Turkish Airlines,IndiGo,IndiGo
294,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310030850|9601-2310142100--32213-2-13554-2310151505,994.572,21.583333333333332,22.583333333333332,44.166666666666664,2,2,4,Turkish Airlines,IndiGo,IndiGo
293,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310030850|9601-2310140920--32213-2-13554-2310151505,996.572,21.583333333333332,34.25,55.83333333333333,2,2,4,Turkish Airlines,IndiGo,IndiGo
292,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310030850|9601-2310140545--32213-2-13554-2310151505,1148.572,21.583333333333332,37.833333333333336,59.41666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
291,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310030850|9601-2310140530--32213-2-13554-2310151505,1021.572,21.583333333333332,38.083333333333336,59.66666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
306,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310032030|9601-2310142100--32213-2-13554-2310151505,988.572,28.583333333333332,22.583333333333332,51.166666666666664,2,2,4,Turkish Airlines,IndiGo,IndiGo
305,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310032030|9601-2310140920--32213-2-13554-2310151505,990.572,28.583333333333332,34.25,62.83333333333333,2,2,4,Turkish Airlines,IndiGo,IndiGo
304,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310032030|9601-2310140545--32213-2-13554-2310151505,1142.572,28.583333333333332,37.833333333333336,66.41666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
303,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310021125--32213-2-9601-2310032030|9601-2310140530--32213-2-13554-2310151505,1015.572,28.583333333333332,38.083333333333336,66.66666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
334,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310032030|9601-2310142100--32213-2-13542-2310151610,935.572,29.166666666666668,23.666666666666668,52.833333333333336,2,2,4,Turkish Airlines,IndiGo,IndiGo
333,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310032030|9601-2310140920--32213-2-13542-2310151610,937.572,29.166666666666668,35.333333333333336,64.5,2,2,4,Turkish Airlines,IndiGo,IndiGo
332,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310032030|9601-2310140545--32213-2-13542-2310151610,1089.572,29.166666666666668,38.916666666666664,68.08333333333333,2,2,4,Turkish Airlines,IndiGo,IndiGo
331,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021050--32213-2-9601-2310032030|9601-2310140530--32213-2-13542-2310151610,962.572,29.166666666666668,39.166666666666664,68.33333333333333,2,2,4,Turkish Airlines,IndiGo,IndiGo
310,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310040850|9601-2310142100--32213-2-13554-2310151505,977.572,30.166666666666668,22.583333333333332,52.75,2,2,4,Turkish Airlines,IndiGo,IndiGo
309,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310040850|9601-2310140920--32213-2-13554-2310151505,979.572,30.166666666666668,34.25,64.41666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
308,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310040850|9601-2310140545--32213-2-13554-2310151505,1131.572,30.166666666666668,37.833333333333336,68.0,2,2,4,Turkish Airlines,IndiGo,IndiGo
307,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310040850|9601-2310140530--32213-2-13554-2310151505,1004.572,30.166666666666668,38.083333333333336,68.25,2,2,4,Turkish Airlines,IndiGo,IndiGo
298,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310032030|9601-2310142100--32213-2-13554-2310151505,988.572,33.25,22.583333333333332,55.83333333333333,2,2,4,Turkish Airlines,IndiGo,IndiGo
297,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310032030|9601-2310140920--32213-2-13554-2310151505,990.572,33.25,34.25,67.5,2,2,4,Turkish Airlines,IndiGo,IndiGo
296,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310032030|9601-2310140545--32213-2-13554-2310151505,1142.572,33.25,37.833333333333336,71.08333333333334,2,2,4,Turkish Airlines,IndiGo,IndiGo
295,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310020645--32213-2-9601-2310032030|9601-2310140530--32213-2-13554-2310151505,1015.572,33.25,38.083333333333336,71.33333333333334,2,2,4,Turkish Airlines,IndiGo,IndiGo
314,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310041330|9601-2310142100--32213-2-13554-2310151505,972.572,34.833333333333336,22.583333333333332,57.41666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
313,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310041330|9601-2310140920--32213-2-13554-2310151505,974.572,34.833333333333336,34.25,69.08333333333334,2,2,4,Turkish Airlines,IndiGo,IndiGo
312,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310041330|9601-2310140545--32213-2-13554-2310151505,1126.572,34.833333333333336,37.833333333333336,72.66666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
311,2023-08-06 1819,2023-10-02,2023-10-14,12,13554-2310022210--32213-2-9601-2310041330|9601-2310140530--32213-2-13554-2310151505,999.572,34.833333333333336,38.083333333333336,72.91666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
338,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310040850|9601-2310142100--32213-2-13542-2310151610,924.572,35.333333333333336,23.666666666666668,59.0,2,2,4,Turkish Airlines,IndiGo,IndiGo
337,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310040850|9601-2310140920--32213-2-13542-2310151610,926.572,35.333333333333336,35.333333333333336,70.66666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
336,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310040850|9601-2310140545--32213-2-13542-2310151610,1078.572,35.333333333333336,38.916666666666664,74.25,2,2,4,Turkish Airlines,IndiGo,IndiGo
335,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310040850|9601-2310140530--32213-2-13542-2310151610,951.572,35.333333333333336,39.166666666666664,74.5,2,2,4,Turkish Airlines,IndiGo,IndiGo
342,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041330|9601-2310142100--32213-2-13542-2310151610,919.572,40.0,23.666666666666668,63.66666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
341,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041330|9601-2310140920--32213-2-13542-2310151610,921.572,40.0,35.333333333333336,75.33333333333334,2,2,4,Turkish Airlines,IndiGo,IndiGo
340,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041330|9601-2310140545--32213-2-13542-2310151610,1073.572,40.0,38.916666666666664,78.91666666666666,2,2,4,Turkish Airlines,IndiGo,IndiGo
339,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041330|9601-2310140530--32213-2-13542-2310151610,946.572,40.0,39.166666666666664,79.16666666666666,2,2,4,Turkish Airlines,IndiGo,IndiGo
346,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041850|9601-2310142100--32213-2-13542-2310151610,918.572,45.333333333333336,23.666666666666668,69.0,2,2,4,Turkish Airlines,IndiGo,IndiGo
345,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041850|9601-2310140920--32213-2-13542-2310151610,920.572,45.333333333333336,35.333333333333336,80.66666666666667,2,2,4,Turkish Airlines,IndiGo,IndiGo
344,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041850|9601-2310140545--32213-2-13542-2310151610,1072.572,45.333333333333336,38.916666666666664,84.25,2,2,4,Turkish Airlines,IndiGo,IndiGo
343,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-2-9601-2310041850|9601-2310140530--32213-2-13542-2310151610,945.572,45.333333333333336,39.166666666666664,84.5,2,2,4,Turkish Airlines,IndiGo,IndiGo
350,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-3-9601-2310041540|9601-2310142100--32213-2-13542-2310151610,920.572,42.166666666666664,23.666666666666668,65.83333333333333,3,2,5,Turkish Airlines,IndiGo,IndiGo
349,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-3-9601-2310041540|9601-2310140920--32213-2-13542-2310151610,922.572,42.166666666666664,35.333333333333336,77.5,3,2,5,Turkish Airlines,IndiGo,IndiGo
348,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-3-9601-2310041540|9601-2310140545--32213-2-13542-2310151610,1074.572,42.166666666666664,38.916666666666664,81.08333333333333,3,2,5,Turkish Airlines,IndiGo,IndiGo
347,2023-08-06 1819,2023-10-02,2023-10-14,12,13542-2310021700--32213-3-9601-2310041540|9601-2310140530--32213-2-13542-2310151610,947.572,42.166666666666664,39.166666666666664,81.33333333333333,3,2,5,Turkish Airlines,IndiGo,IndiGo
394,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310021125--32213-1-10957-2310030440|10957-2310150655--32213-1-13554-2310151505,913.572,12.75,12.666666666666666,25.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
393,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310021125--32213-1-10957-2310030440|10957-2310150620--32213-1-13554-2310151505,1193.572,12.75,13.25,26.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
396,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310021125--32213-1-10957-2310030500|10957-2310150655--32213-1-13554-2310151505,633.572,13.083333333333334,12.666666666666666,25.75,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
395,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310021125--32213-1-10957-2310030500|10957-2310150620--32213-1-13554-2310151505,913.572,13.083333333333334,13.25,26.333333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
432,2023-08-06 1819,2023-10-02,2023-10-15,13,13542-2310021050--32213-1-10957-2310030440|10957-2310150655--32213-1-13542-2310151610,867.574,13.333333333333334,13.75,27.083333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
431,2023-08-06 1819,2023-10-02,2023-10-15,13,13542-2310021050--32213-1-10957-2310030440|10957-2310150620--32213-1-13542-2310151610,1140.574,13.333333333333334,14.333333333333334,27.666666666666668,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
434,2023-08-06 1819,2023-10-02,2023-10-15,13,13542-2310021050--32213-1-10957-2310030500|10957-2310150655--32213-1-13542-2310151610,594.574,13.666666666666666,13.75,27.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
433,2023-08-06 1819,2023-10-02,2023-10-15,13,13542-2310021050--32213-1-10957-2310030500|10957-2310150620--32213-1-13542-2310151610,867.574,13.666666666666666,14.333333333333334,28.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
390,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310020645--32213-1-10957-2310030440|10957-2310150655--32213-1-13554-2310151505,913.572,17.416666666666668,12.666666666666666,30.083333333333336,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
389,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310020645--32213-1-10957-2310030440|10957-2310150620--32213-1-13554-2310151505,1193.572,17.416666666666668,13.25,30.666666666666668,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
392,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310020645--32213-1-10957-2310030500|10957-2310150655--32213-1-13554-2310151505,633.572,17.75,12.666666666666666,30.416666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
391,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310020645--32213-1-10957-2310030500|10957-2310150620--32213-1-13554-2310151505,913.572,17.75,13.25,31.0,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
398,2023-08-06 1819,2023-10-02,2023-10-15,13,13554-2310022210--32213-1-10957-2310040440|10957-2310150655--32213-1-13554-2310151505,913.572,26.0,12.666666666666666,38.666666666666664,1,1,2,Turkish Airlines,Turkish Airlines,IndiGo
